	labels	sentence	index
3849	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , there is still a need for biomarkers that reliably predict endocrine sensitivity in breast cancers and these may well be expressed in a dynamic manner .	20569502_s1
3850	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS In this study we assessed gene expression changes at multiple time points ( days 1 , 2 , 4 , 7 , 14 ) after tamoxifen treatment in the ER-positive ZR-75-1 xenograft model that displays significant changes in apoptosis , proliferation and angiogenesis within 2 days of therapy .	20569502_s2
3851	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Hierarchical clustering identified six time-related gene expression patterns , which separated into three groups : two with early/transient responses , two with continuous/late responses and two with variable response patterns .	20569502_s3
3852	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	The early/transient response represented reductions in many genes that are involved in cell cycle and proliferation ( e.g .	20569502_s4
3854	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	TFF1 , TFF3 , IGFBP5 ) .	20569502_s6
3855	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Genes and the proteins they encode were confirmed to have similar temporal patterns of expression in vitro and in vivo and correlated with reduction in tumour volume in primary breast cancer .	20569502_s7
3856	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The profiles of genes that were most differentially expressed on days 2 , 4 and 7 following treatment were able to predict prognosis , whereas those most changed on days 1 and 14 were not , in four tamoxifen treated datasets representing a total of 404 patients .	20569502_s8
3857	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	CONCLUSIONS Both early/transient/proliferation response genes and continuous/late/estrogen-response genes are able to predict prognosis of primary breast tumours in a dynamic manner .	20569502_s9
3859	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Malignant peripheral nerve sheath tumors ( MPNSTs ) are sarcomas able to grow under conditions of metabolic stress caused by insufficient nutrients or oxygen .	22454142_s0
3862	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we investigated the involvement of this signaling system in the survival response of MPNST cells against hydrogen peroxide ( H(2)O(2))-evoked death both in the presence of normal serum ( NS ) and in serum-starved ( SS ) cells .	22454142_s3
3863	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Results showed that ADNP levels increased time-dependently ( 6-48 h ) in SS cells .	22454142_s4
3864	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Treatment with PACAP38 ( 10(-9) to 10(-5) M ) dose-dependently increased ADNP levels in NS but not in SS cells .	22454142_s5
3865	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PAC(1)/VPAC receptor antagonists completely suppressed PACAP-stimulated ADNP increase and partially reduced ADNP expression in SS cells .	22454142_s6
3867	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Serum starvation significantly reduced H(2)O(2)-induced detrimental effects in MPNST cells , which were not further ameliorated by PACAP38 .	22454142_s8
3868	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Altogether , these finding provide evidence for the involvement of an endogenous PACAP-mediated ADNP signaling system that increases MPNST cell resistance to H(2)O(2)-induced death upon serum starvation .	22454142_s9
3869	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PTEN , a phosphoinositide-3-phosphatase , serves dual roles as a tumor suppressor and regulator of cellular anabolic/catabolic metabolism .	20975834_s0
3870	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Adaptation of a redox-sensitive cysteinyl thiol in PTEN for signal transduction by hydrogen peroxide may have superimposed a vulnerability to other mediators of oxidative stress and inflammation , especially reactive carbonyl species , which are commonly occurring by-products of arachidonic acid peroxidation .	20975834_s1
3871	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using MCF7 and HEK-293 cells , we report that several reactive aldehydes and ketones , e.g. electrophilic α,β-enals ( acrolein , 4-hydroxy-2-nonenal ) and α,β-enones ( prostaglandin A(2) , Δ12-prostaglandin J(2) and 15-deoxy-Δ-12,14-prostaglandin J(2) ) covalently modify and inactivate cellular PTEN , with ensuing activation of PKB/Akt kinase ; phosphorylation of Akt substrates ; increased cell proliferation ; and increased nuclear β-catenin signaling .	20975834_s2
3872	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Alkylation of PTEN by α,β-enals/enones and interference with its restraint of cellular PKB/Akt signaling may accentuate hyperplastic and neoplastic disorders associated with chronic inflammation , oxidative stress , or aging .	20975834_s3
3873	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Previously , stereoselective hydroxylation of \u03b1-ionone by Cytochrome P450 BM3 mutants M01 A82W and M11 L437N was observed .	22765880_s0
3874	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	While both mutants hydroxylate \u03b1-ionone in a regioselective manner at the C3 position , M01 A82W catalyzes formation of trans-3-OH-\u03b1-ionone products whereas M11 L437N exhibits opposite stereoselectivity , producing trans-(3S,6S)-OH-\u03b1-ionone and cis-(3S,6R)-OH-\u03b1-ionone .	22765880_s1
3875	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we explore the stereoselective C3 hydroxylation of \u03b1-ionone by Cytochrome P450 BM3 mutants M01 A82W and M11 L437N using molecular dynamics-based free energy calculations to study the interaction between the enzyme and both the substrates and the products .	22765880_s2
3877	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	While the free energy differences between the substrates free in solution amount to kJ mol(-1) , the differences in mutant M01 A82W agree with the experimentally obtained dissociation constants K(d) .	22765880_s4
3879	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The trans isomers show the most favorable relative binding free energy in the range of all four possible hydroxylated diastereomers for mutant M01 A82W , while the trans product from ( 6S)-\u03b1-ionone and the cis product from ( 6R)-\u03b1-ionone show highest affinity for mutant M11 L437N .	22765880_s6
3880	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Marcus theory is subsequently used to relate the thermodynamic stability to transition state energies and rates of formation .	22765880_s7
3881	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Reciprocity of inflammation , oxidative stress and neovascularization is emerging as an important mechanism underlying numerous processes from tissue healing and remodelling to cancer progression .	20927103_s0
3882	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Whereas the mechanism of hypoxia-driven angiogenesis is well understood , the link between inflammation-induced oxidation and de novo blood vessel growth remains obscure .	20927103_s1
3884	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	The molecular patterns of carboxyalkylpyrroles are recognized by Toll-like receptor 2 ( TLR2 ) , but not TLR4 or scavenger receptors on endothelial cells , leading to an angiogenic response that is independent of vascular endothelial growth factor .	20927103_s3
3885	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CEP promoted angiogenesis in hindlimb ischaemia and wound healing models through MyD88-dependent TLR2 signalling .	20927103_s4
3886	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Neutralization of endogenous carboxyalkylpyrroles impaired wound healing and tissue revascularization and diminished tumour angiogenesis .	20927103_s5
3887	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Both TLR2 and MyD88 are required for CEP-induced stimulation of Rac1 and endothelial migration .	20927103_s6
3888	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]	Taken together , these findings establish a new function of TLR2 as a sensor of oxidation-associated molecular patterns , providing a key link connecting inflammation , oxidative stress , innate immunity and angiogenesis .	20927103_s7
3889	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	UNLABELLED BACKGROUND Cell lines are very useful for clinical and basic research .	23379414_s0
3890	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus far , only 11 reports have documented the characteristics of ovarian endometrioid adenocarcinoma cell lines in the literature .	23379414_s1
3892	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , this study was undertaken to establish and characterize a new human endometrioid adenocarcinoma cell line of the ovary .	23379414_s3
3893	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS The cell line NOMH-1 was established from an ovarian tumor of a 44-year-old woman .	23379414_s4
3894	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Features of the cell line studied included morphology , chromosome analysis , heterotransplantation , tumor markers , and chemosensitivity .	23379414_s5
3895	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS This cell line has been growing well for 232 months and subcultured more than 50 times .	23379414_s6
3896	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Monolayer cultured cells were polygonal in shape , showing a pavement-like arrangement and a tendency to stack without contact inhibition .	23379414_s7
3897	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	They exhibited a human karyotype with a modal chromosomal number in the hypertriploid range .	23379414_s8
3898	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cells could be transplanted into the subcutis of nude mice and produced tumors resembling the original tumor .	23379414_s9
3899	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	NOMH-1 cells expressed both CEA and CA19-9 which were identified immunohistochemically in the original tumor and the heterotransplanted tumor .	23379414_s10
3900	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cells were sensitive to paclitaxel , an agent commonly used in the treatment of gynecological cancers .	23379414_s11
3901	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS NOMH-1 is the first ovarian endometrioid adenocarcinoma cell line in which CEA and CA19-9 expression have been defined .	23379414_s12
3902	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This newly established cell line should be useful for investigating the characteristics of ovarian endometrioid adenocarcinoma .	23379414_s13
3903	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OBJECTIVE To study the effects of genistein on the proliferation , apoptosis induction and expression of related gene proteins of human colon cancer cells in vitro and in vivo , and its mechanisms of action .	20211058_s0
3904	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS MTT colorimetric assay was used to detect the effects of genistein on the proliferation of human colon adenocarcinoma SW480 cells .	20211058_s1
3905	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Light and transmission electron microscopy were used to study the histological and ultrastructural changes .	20211058_s2
3906	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flow cytometry was used to determine the effects of genistein on cell cycle and apoptosis .	20211058_s3
3907	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flow cytometry and immunohistochemistry were used to determine the effects of genistein on apoptosis induction and expression of related gene proteins of colon cancer cells .	20211058_s4
3908	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The MTT colorimetric assay showed that genistein inhibited the proliferation of SW480 cells in a dose-dependent and time-dependent manner , and the highest inhibition rate was 60.2% after 80 microg/ml genistein treatment for 72 h .	20211058_s5
3910	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	The electron microscopic examination showed cell shrinkage , nuclear fragmentation and pronounced chromatin condensation , sometimes formed crescent chromatin condensation attached to the nuclear membrane .	20211058_s7
3911	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	The results of flow cytometry showed that : after SW480 cells were treated with 0 , 20 , 40 , 80 microg/ml genistein for 48 h , the FI values of PCNA were 1.49 +/- 0.02 , 1.28 +/- 0.04 , 1.14 +/- 0.03 , and 0.93 +/- 0.08 ; the FI values of VEGF were 1.75 +/- 0.02 , 1.34 +/- 0.06 , 1.32 +/- 0.04 , and 1.23 +/- 0.04 ; the fluorescence index ( FI ) values of p21 were 1.26 +/- 0.05 , 1.36 +/- 0.06 , 1.61 +/- 0.03 , and 1.73 +/- 0.03 , respectively .	20211058_s8
3912	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There were statistically significant differences between the control group and each treatment group ( P < 0.05 or P < 0.01 ) .	20211058_s9
3914	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There were statistically significant differences between the control group and each treatment group ( P < 0.05 or P < 0.01 ) .	20211058_s11
3915	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]	CONCLUSION Genistein can inhibit the growth of colon cancer cells via apoptosis induction and cell cycle arrest at G(2)/M phase .	20211058_s12
3916	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]	The anti-tumor mechanisms of genistein may be related with the down-regulation of expression of VEGF and PCNA , and up-regulation of the expression of p21 .	20211058_s13
3917	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have developed fluorescent probes for the detection of strand scission in the excision repair of oxidatively damaged bases .	20110254_s0
3918	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	They were hairpin-shaped oligonucleotides , each containing an isomer of thymine glycol or 5,6-dihydrothymine as a damaged base in the center , with a fluorophore and a quencher at the 5'- and 3'-ends , respectively .	20110254_s1
3919	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Fluorescence was detected when the phosphodiester linkage at the damage site was cleaved by the enzyme , because the short fragment bearing the fluorophore could not remain in a duplex form hybridized to the rest of the molecule at the incubation temperature .	20110254_s2
3921	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Kinetic parameters have also been determined by this method .	20110254_s4
3922	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Since different fluorophores were attached to the oligonucleotides containing each lesion , reactions with two types of substrates were analyzed separately in a single tube , by changing the excitation and detection wavelengths .	20110254_s5
3923	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These probes were degraded during an incubation with a cell extract .	20110254_s6
3925	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Molecular mechanisms involved in progression of clear-cell renal-cell carcinomas ( ccRCCs ) are poorly understood .	23123564_s0
3926	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A common genetic mutation found in ccRCC is the loss of the von Hippel-Lindau ( VHL ) gene , which contributes to cancer progression and metastasis .	23123564_s1
3927	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We investigated VIP effects on metastatic and angiogenic factors in human VHL-null A498 ccRCC and HK2 renal cells .	23123564_s2
3928	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	VIP increased adhesion but decreased expression of metalloproteinases , MMP2 and MMP9 , as well as cell migration and VEGF expression and secretion in A498 but not in HK2 cells .	23123564_s3
3929	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	VIP enhanced ROS levels and decreased nuclear levels of β-catenin and NFκB p50-subunit in A498 cells , suggesting neuropeptide involvement in the observed decrease of metastatic ability in clear-cell carcinoma .	23123564_s4
3930	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	VIP effects in A498 cells were blocked by the VPAC(1/2)-receptor antagonist JV-1-53 .	23123564_s5
3931	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In conclusion , present data point to a role of VIP in preventing invasion and metastasis in ccRCCs and support its potential therapeutic usefulness in this disease .	23123564_s6
3932	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Lanthanide(III) complexes [ Ln(pyphen)(acac)(2)(NO(3)) ] ( 1 , 2 ) , [ Ln(pydppz)(acac)(2)(NO(3)) ] ( 3 , 4 ) and [ La(pydppz)(anacac)(2)(NO(3)) ] ( 5 ) , where Ln is La(III) ( in 1 , 3 , 5 ) and Gd(III) ( in 2 , 4 ) , pyphen is 6-(2-pyridyl)-1,10-phenanthroline , pydppz is 6-(2-pyridyl)-dipyrido[3,2-a:2',3'-c]phenazine , anacac is anthracenylacetylacetonate and acac is acetylacetonate , were prepared , characterized and their DNA photocleavage activity and photocytotoxicity studied .	22086203_s0
3933	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The crystal structure of complex 2 displays a GdO(6)N(3) coordination .	22086203_s1
3934	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The pydppz complexes 3-5 show an electronic spectral band at nm in DMF .	22086203_s2
3935	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The La(III) complexes are diamagnetic , while the Gd(III) complexes are paramagnetic with seven unpaired electrons .	22086203_s3
3936	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The molar conductivity data suggest 1 : 1 electrolytic nature of the complexes in aqueous DMF .	22086203_s4
3937	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	They are avid binders to calf thymus DNA giving K(b) in the range of 5.4 � 10(4)-1.2 � 10(6) M(-1) .	22086203_s5
3939	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Complexes 3-5 also exhibit significant photocytotoxic effect in HeLa cancer cells giving respective IC(50) value of 0.16(�0.01) , 0.15(�0.01) and 0.26�(0.02) μM in UV-A light of 365 nm , while they are less toxic in dark with an IC(50) value of >3 μM .	22086203_s7
3940	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The presence of an additional pyridyl group makes the pydppz complexes more photocytotoxic than their dppz analogues .	22086203_s8
