	labels	sentence	index
3774	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , our results indicate that autocrine TGF-β signaling is involved in the maintenance and survival of stem-like cell population resulting in the enhanced metastatic ability of the murine breast cancer cells .	23482850_s8
3775	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Induced pluripotent stem ( iPS ) cells share some basic properties , such as self-renewal and pluripotency , with cancer cells , and they also appear to share several metabolic alterations that are commonly observed in human tumors .	23287468_s0
3776	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cancer cells ' glycolytic phenotype , first reported by Otto Warburg , is necessary for the optimal routing of somatic cells to pluripotency .	23287468_s1
3777	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , how iPS cells establish a Warburg-like metabolic phenotype and whether the metabolic pathways that support the bioenergetics of iPS cells are produced by the same mechanisms that are selected during the tumorigenic process remain largely unexplored .	23287468_s2
3778	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We recently investigated whether the reprogramming-competent metabotype of iPS cells involves changes in the activation/expression status of the H ( + ) -ATPase , which is a core component of mitochondrial oxidative phosphorylation that is repressed at both the activity and protein levels in human carcinomas , and of the lipogenic switch , which refers to a marked overexpression and hyperactivity of the acetyl-CoA carboxylase ( ACACA ) and fatty acid synthase ( FASN ) lipogenic enzymes that has been observed in nearly all examined cancer types .	23287468_s3
3779	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A comparison of a starting population of mouse embryonic fibroblasts and their iPS cell progeny revealed that somatic cell reprogramming involves a significant increase in the expression of ATPase inhibitor factor 1 ( IF1 ) , accompanied by extremely low expression levels of the catalytic β-F1-ATPase subunit .	23287468_s4
3780	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The pharmacological inhibition of ACACA and FASN activities markedly decreases reprogramming efficiency , and ACACA and FASN expression are notably upregulated in iPS cells .	23287468_s5
3781	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Importantly , iPS cells exhibited a significant intracellular accumulation of neutral lipid bodies ; however , these bodies may be a reflection of intense lysosomal/autophagocytic activity rather than bona fide lipid droplet formation in iPS cells , as they were largely unresponsive to pharmacological modulation of PPARgamma and FASN activities .	23287468_s6
3782	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The AMPK agonist metformin , which endows somatic cells with a bioenergetic infrastructure that is protected against reprogramming , was found to drastically elongate fibroblast mitochondria , fully reverse the high IF1/β-F1-ATPase ratio and downregulate the ACACA/FASN lipogenic enzymes in iPS cells .	23287468_s7
3783	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The mitochondrial H ( + ) -ATP synthase and the ACACA/FASN-driven lipogenic switch are newly characterized as instrumental metabolic events that , by coupling the Warburg effect to anabolic metabolism , enable de-differentiation during the reprogramming of somatic cells to iPS cells .	23287468_s8
3785	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The antagonists of mAChRs have been demonstrated to depress the growth of small cell lung cancers ( SCLCs ) .	23285263_s1
3786	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study we intended to investigate the growth inhibitory effect of R2HBJJ , a novel muscarinic antagonist , on non-small cell lung cancer ( NSCLC ) cells and the possible mechanisms .	23285263_s2
3787	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The competitive binding assay revealed that R2HBJJ had a high affinity to M3 and M1 AChRs .	23285263_s3
3788	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	R2HBJJ presented a strong anticholinergic activity on carbachol-induced contraction of guinea-pig trachea .	23285263_s4
3789	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	R2HBJJ markedly suppressed the growth of NSCLC cells , such as H1299 , H460 and H157 .	23285263_s5
3790	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In H1299 cells , both R2HBJJ and its leading compound R2-PHC displayed significant anti-proliferative activity as M3 receptor antagonist darifenacin .	23285263_s6
3792	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Silencing M3 receptor or ChAT by specific-siRNAs resulted in a growth inhibition of 55.5% and 37.9% on H1299 cells 96 h post transfection , respectively .	23285263_s8
3793	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Further studies revealed that treatment with R2HBJJ arrested the cell cycle in G0/G1 by down-regulation of cyclin D1-CDK4/6-Rb .	23285263_s9
3794	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , the current study reveals that NSCLC cells express an autocrine and paracrine cholinergic system which stimulates the growth of NSCLC cells .	23285263_s10
3795	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	R2HBJJ , as a novel mAChRs antagonist , can block the local cholinergic loop by antagonizing predominantly M3 receptors and inhibit NSCLC cell growth , which suggest that M3 receptor antagonist might be a potential chemotherapeutic regimen for NSCLC .	23285263_s11
3796	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Contradictory results have been reported regarding the association between vascularity ( used as an index of angiogenesis ) and thrombospondin-1 ( TSP-1 ) in human tumours .	12814189_s0
3797	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In previous studies , the reported association was based on the estimated average TSP-1 value per tumour , with a sufficient number of specimens collectively analysed per tumour type .	12814189_s1
3798	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Given the extent of intra-tumour heterogeneity , we determined the association between TSP-1 and vascularity within individual specimens , based on the average values of TSP-1 and vascularity in 10-20 pre-selected areas per tumour .	12814189_s2
3799	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cells expressing TSP-1 mRNA were visualised by in situ hybridisation and quantified by point counting .	12814189_s3
3800	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Vascularity was quantified by point counting and vessel density of von Willebrand Factor-positive vessels .	12814189_s4
3801	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	In 10 ductal breast carcinomas , a direct correlation between TSP-1 and vascularity was found in 4 tumours , no correlation in 3 and an inverse correlation in 3 .	12814189_s5
3802	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effect of TSP-1 on endothelial cell migration in vitro was assessed in the Boyden chamber assay .	12814189_s6
3803	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	TSP-1 stimulated cell migration at low concentrations ( 0.1-10 microg/ml ) and was inhibitory at high concentrations ( 25-100 microg/ml ) .	12814189_s7
3804	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	These results suggest that TSP-1 may elicit a concentration-dependent , bi-phasic , effect on angiogenesis .	12814189_s8
3805	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The NF-kB family of transcription factors regulates important biological functions including cell growth , survival and the immune response .	22284893_s0
3806	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We found that Human Papillomavirus type 16 ( HPV-16 ) E7 and E6/E7 proteins inhibited basal and TNF-alpha-inducible NF-kB activity in human epithelial cells cultured from the cervical transformation zone , the anatomic region where most cervical cancers develop .	22284893_s1
3807	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , HPV-16 E6 regulated NF-kB in a cell type- and cell growth-dependent manner .	22284893_s2
3808	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	NF-kB influenced immortalization of cervical cells by HPV16 .	22284893_s3
3810	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , activation of NF-kB by constitutive expression of p65 inhibited proliferation and immortalization .	22284893_s5
3811	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our results suggest that inhibition of NF-kB by HPV-16 E6/E7 contributes to immortalization of cells from the cervical transformation zone .	22284893_s6
3813	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The roles of OLFM4 in tumor growth and metastasis and how it functions in these processes remain elusive .	23161172_s1
3814	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We investigated the function of OLFM4 in tumor growth and metastasis using B16F10 mouse melanoma cells as an experimental system .	23161172_s2
3815	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Our results showed that OLFM4 had no positive effect on cell viability or cell cycle progression in B16F10 cells .	23161172_s3
3816	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , it significantly suppressed the tumorigenicity of B16F10 cells , i.e. , intradermal primary tumor growth and lung metastasis .	23161172_s4
3817	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OLFM4 also suppressed the migration and invasion of B16F10 cells in vitro .	23161172_s5
3818	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	For further insight into the mechanisms underlying OLFM4-mediated suppression of tumor progression , we examined the effect of OLFM4 on the expression of integrin and matrix metalloproteinase ( MMP ) , both of which are involved in tumor progression .	23161172_s6
3819	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Overexpression of OLFM4 clearly reduced the expression levels of integrin α1 , integrin α4 , integrin α5 , integrin α6 , and MMP9 .	23161172_s7
3820	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , forced expression of MMP9 attenuated the inhibitory activity of OLFM4 on migration and invasiveness .	23161172_s8
3821	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our findings provide the experimental evidence that OLFM4 may function as a tumor suppressor and an anti-metastatic gene during tumor progression .	23161172_s9
3822	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Contrary to the paradigm that cancer incidence increases indefinitely with age , significant data now suggest cancer incidence may markedly reduce beyond age 80 years for humans and beyond 800 days for mice , and is not inevitable .	15119525_s0
3824	[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	We further show that animal interventions appearing to alter senescence , p53 mutation and melatonin dosing , support the prediction that increasing senescence rate reduces cancer while reducing lifespan , and vice versa .	15119525_s2
3825	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Studies of environmental agents associated with increased cancer might be re-examined to find if there is an association with longevity increases , which may markedly alter our view of such agents .	15119525_s3
3827	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Dietary restriction is the only known intervention that accomplishes this , but there may be others .	15119525_s5
3828	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Surgery is the most effective therapy for cancer in the United States , but disease still recurs in more than 40% of patients within 5 years after resection .	22577350_s0
3829	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Chemotherapy is given postoperatively to prevent relapses ; however , this approach has had marginal success .	22577350_s1
3830	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	After surgery , recurrent tumors depend on rapid neovascular proliferation to deliver nutrients and oxygen .	22577350_s2
3831	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Phosphatidylserine ( PS ) is exposed on the vascular endothelial cells in the tumor microenvironment but is notably absent on blood vessels in normal tissues .	22577350_s3
3832	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , PS is an attractive target for cancer therapy after surgery .	22577350_s4
3833	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Syngeneic mice bearing TC1 lung cancer tumors were treated with mch1N11 ( a novel mouse chimeric monoclonal antibody that targets PS ) , cisplatin ( cis ) , or combination after surgery .	22577350_s5
3835	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mice receiving postoperative mch1N11 had no wound-related complications or added systemic toxicity in comparison to control animals .	22577350_s7
3836	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Mechanistic studies demonstrated that the effects of mch1N11 were associated with a dense infiltration of inflammatory cells , particularly granulocytes .	22577350_s8
3837	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	This strategy was independent of the adaptive immune system .	22577350_s9
3838	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Together , these data suggest that vascular-targeted strategies directed against exposed PS may be a powerful adjunct to postoperative chemotherapy in preventing relapses after cancer surgery .	22577350_s10
3839	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Oral squamous cell carcinoma ( OSCC ) is the most common malignant tumor in the oral and maxillofacial region .	20464641_s0
3840	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The mechanism of carcinogenesis of OSCC is still unclear .	20464641_s1
3841	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Based on the previous cell line , HIOEC-B(a)P-96 ( HB96 ) , which we obtained by HPV16 E6/E7-immortalized human oral epithelial cells ( HIOEC ) and benzo(a)pyrene inducement , we prepared a new HB-second generation cancer cell line ( HB-2 ) by continuous passage .	20464641_s2
3842	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Its characteristics such as morphology , proliferation activity , karyotype , and tumorigenesis were studied .	20464641_s3
3843	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The HB-2 cells displayed uncontrolled cell division and lost contact inhibition leading to cell overlap .	20464641_s4
3845	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Increased proliferative activity was confirmed by MTT assays .	20464641_s6
3846	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The tumorigenicity was confirmed by tumor growth experiments in nude mice .	20464641_s7
3847	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , the HB-2 and HB96 cell lines are useful tools to study the mechanism of carcinogenesis of OSCC in vitro for future genomic and proteomic analyses .	20464641_s8
3849	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , there is still a need for biomarkers that reliably predict endocrine sensitivity in breast cancers and these may well be expressed in a dynamic manner .	20569502_s1
3850	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS In this study we assessed gene expression changes at multiple time points ( days 1 , 2 , 4 , 7 , 14 ) after tamoxifen treatment in the ER-positive ZR-75-1 xenograft model that displays significant changes in apoptosis , proliferation and angiogenesis within 2 days of therapy .	20569502_s2
3851	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Hierarchical clustering identified six time-related gene expression patterns , which separated into three groups : two with early/transient responses , two with continuous/late responses and two with variable response patterns .	20569502_s3
3852	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	The early/transient response represented reductions in many genes that are involved in cell cycle and proliferation ( e.g .	20569502_s4
3853	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	BUB1B , CCNA2 , CDKN3 , MKI67 , UBE2C ) , whereas the continuous/late changed genes represented the more classical estrogen response genes ( e.g .	20569502_s5
3854	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	TFF1 , TFF3 , IGFBP5 ) .	20569502_s6
3855	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Genes and the proteins they encode were confirmed to have similar temporal patterns of expression in vitro and in vivo and correlated with reduction in tumour volume in primary breast cancer .	20569502_s7
3856	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The profiles of genes that were most differentially expressed on days 2 , 4 and 7 following treatment were able to predict prognosis , whereas those most changed on days 1 and 14 were not , in four tamoxifen treated datasets representing a total of 404 patients .	20569502_s8
3857	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	CONCLUSIONS Both early/transient/proliferation response genes and continuous/late/estrogen-response genes are able to predict prognosis of primary breast tumours in a dynamic manner .	20569502_s9
3858	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Temporal expression of therapy-response genes is clearly an important factor in characterising the response to endocrine therapy in breast tumours which has significant implications for the timing of biopsies in neoadjuvant biomarker studies .	20569502_s10
3860	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Both pituitary adenylate cyclase-activating polypeptide ( PACAP ) and activity-dependent neuroprotective protein ( ADNP ) have glioprotective potential .	22454142_s1
3861	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , whether PACAP/ADNP signaling is involved in the resistance to cell death in MPNST cells remains to be clarified .	22454142_s2
