	labels	sentence	index
4613	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Thus , low intracellular zinc status causes oxidative DNA damage and induces DNA-repair protein expression , but binding of p53 and important downstream signals leading to proper DNA repair are lost without zinc .	12481036_s8
4614	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Hepatocellular carcinoma ( HCC ) is the most common primary malignant tumor that accounts for of all liver cancer cases worldwide .	23007558_s0
4616	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A number of cellular phenomena , such as tumor microenvironment , inflammation , oxidative stress , and hypoxia act in concert with various molecular events to facilitate tumor initiation , progression , and metastasis .	23007558_s2
4617	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The emergence of microRNAs and molecular-targeted therapies adds a new dimension in our efforts to combat this deadly disease .	23007558_s3
4619	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this review , we discuss the current knowledge of HCC , focusing mainly on advances that have occurred during the past 5years and on the development of novel therapeutics for liver cancer .	23007558_s5
4622	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The viability of HeLa cells was determined by cell viability assay .	22873102_s2
4623	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cell proliferation was detected by FCM , ELISA and Western blot were used to observe the gene and protein expression of IL-6 and TGF-beta1 in Hela cell lines .	22873102_s3
4624	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]	RESULTS TLR-4 was over-expressed in cervix cancer , and its activation by LPS promotes proliferation and anti-apoptosis in Hela cells in vitro .	22873102_s4
4627	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Eukaryotic High-Mobility Group B ( HMGB ) proteins alter DNA elasticity while facilitating transcription , replication and DNA repair .	23143110_s0
4628	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We developed a new single-molecule method to probe non-specific DNA interactions for two HMGB homologs : the human HMGB2 box A domain and yeast Nhp6Ap , along with chimeric mutants replacing neutral N-terminal residues of the HMGB2 protein with cationic sequences from Nhp6Ap .	23143110_s1
4629	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Surprisingly , HMGB proteins constrain DNA winding , and this torsional constraint is released over short timescales .	23143110_s2
4631	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Separate microscopic and macroscopic ( or local and non-local ) unbinding rates have been previously proposed , but never independently observed .	23143110_s4
4632	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Microscopic dissociation rates for the chimeric mutants ( s(-1) ) are higher than those observed for wild-type proteins ( s(-1) ) , reflecting their reduced ability to bend DNA through short-range interactions , despite their increased DNA-binding affinity .	23143110_s5
4633	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , transient local HMGB-DNA contacts dominate the DNA-bending mechanism used by these important architectural proteins to increase DNA flexibility .	23143110_s6
4635	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It can specifically methylate histone H3 at lysine 4 and activate the transcription of a set of downstream genes , including several oncogenes ( e.g. , N-myc , CrkL , Wnt10b , RIZ and hTERT ) and genes involved in the control of cell cycle ( e.g. , CyclinG1 and CDK2 ) and signal transduction ( e.g. , STAT1 , MAP3K11 and PIK3CB ) .	20957523_s1
4636	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To determine the effects of SMYD3 over-expression on cell proliferation , we transfected SMYD3 into MDA-MB-231 cells and found that these cells showed several transformed phenotypes as demonstrated by colony growth in soft agar .	20957523_s2
4640	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we timed cell cycle and neuronal protein silencing/induction during cell birth in the developing murine retina .	22837015_s1
4643	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To define protein extinction/induction timing , we defined G2/M length throughout retinogenesis , which was typically 1-2 h , but <10% cells took double this time .	22837015_s4
4644	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BrdU-chase analyses revealed that at E12.5 , Tubb3 ( Tuj1 ) appeared at M-phase , followed by Calb2 and Dcx at h , Elavl2/3/4 at h , and Map2 at h after cell birth , and these times extended with embryonic age .	22837015_s5
4645	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Strikingly , Ki67 was not extinguished until up to a day after cell cycle exit , coinciding with exit from the NBL and induction of late markers such as Map1b/Uchl1/Rbfox3 .	22837015_s6
4646	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS A minor population of progenitors transits slowly through G2/M and , most importantly , some cell cycle proteins are retained for an unexpectedly long period in post-mitotic neurons .	22837015_s7
4647	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The high-resolution map of cell birth kinetics reported here provides a framework to better define mechanisms that regulate neurogenesis .	22837015_s8
4648	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Phosphorylation of the H2AX histone is an early indicator of DNA double-strand breaks and of the resulting DNA damage response .	23180966_s0
4649	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study , we assessed the expression and prognostic significance of \u03b3-H2AX in a cohort of 96 patients with operable non-small cell lung carcinoma .	23180966_s1
4650	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Ninety-six paraffin-embedded specimens of non-small cell lung cancer patients were examined .	23180966_s2
4651	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	All patients underwent radical thoracic surgery of primary tumor ( lobectomy or pneumonectomy ) and regional lymph node dissection. \u03b3-H2AX expression was assessed by standard immunohistochemistry .	23180966_s3
4652	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Follow-up was available for all patients ; mean duration of follow-up was 27.50 ± 14.07 months ( range 0.2-57 months , median 24 months ) .	23180966_s4
4653	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Sixty-three patients ( 65.2% ) died during the follow-up period .	23180966_s5
4654	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The mean survival time was 32.2 ± 1.9 months ( 95% confidence interval [ CI ] : 28.5-35.8 months ; median 30.0 months ) ; 1- , 2- and 3-year survival rates were 86.5% ± 3.5% , 57.3% ± 5.1% , and 37.1% ± 5.4% , respectively .	23180966_s6
4655	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Low \u03b3-H2AX expression was associated with a significantly better survival as compared with those having high \u03b3-H2AX expression ( 35.3 months for low \u03b3-H2AX expression versus 23.2 months for high \u03b3-H2AX expression , P = 0.009 ; hazard ratio [ HR ] 1.95 , 95% CI : 1.15-3.30 ) .	23180966_s7
4656	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Further investigation with multivariate Cox proportional hazards regression analysis revealed that high expression of \u03b3-H2AX remained an independent prognostic factor of shorter overall survival ( HR 2.15 , 95% CI : 1.22-3.79 , P = 0.026 ) .	23180966_s8
4657	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	A combined p53/\u03b3-H2AX analysis was performed , and we found that the p53 low/\u03b3-H2AX low phenotype was associated with significantly better survival compared with all other phenotypes .	23180966_s9
4658	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION Our study is the first to demonstrate that expression of \u03b3-H2AX detected by immunohistochemistry may represent an independent prognostic indicator of overall survival in patients with non-small cell lung cancer .	23180966_s10
4659	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Further studies are needed to confirm our results .	23180966_s11
4661	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This invasiveness is in contrast to normal mesenchymal cells that retract on contact with another cell .	21076414_s1
4662	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Why cancer cells are defective in contact inhibition of locomotion is not understood .	21076414_s2
4664	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The unimpeded migration of metastatic PC-3 cells towards fibroblasts is dependent on activation of EphB3 and EphB4 by ephrin-B2 , which we show activates Cdc42 and cell migration .	21076414_s4
4666	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Conversely , homotypic collisions between two cancer cells results in contact inhibition of locomotion , mediated by EphA-Rho-Rho kinase ( ROCK ) signalling .	21076414_s6
4667	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , the migration of cancer cells can switch from restrained to invasive , depending on the Eph-receptor profile of the cancer cell and the reciprocal ephrin ligands expressed by neighbouring cells .	21076414_s7
4668	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The Salvador/Warts/Hippo ( Hippo ) signaling pathway defines a novel signaling cascade regulating cell contact inhibition , organ size control , cell growth , proliferation , apoptosis and cancer development in mammals .	22614006_s0
4669	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The upstream regulation of this pathway has been less well defined than the core kinase cassette .	22614006_s1
4670	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	KIBRA has been shown to function as an upstream member of the Hippo pathway by influencing the phosphorylation of LATS and YAP , but functional consequences of these biochemical changes have not been previously addressed .	22614006_s2
4672	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , ectopic KIBRA expression antagonizes YAP via the serine 127 phosphorylation site and we show that KIBRA , Willin and Merlin differentially regulate genes controlled by YAP .	22614006_s4
4673	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Finally , reduced KIBRA expression in primary breast cancer specimens correlates with the recently described claudin-low subtype , an aggressive sub-group with EMT features and a poor prognosis .	22614006_s5
4674	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The protein nanopore Mycobacteria smegmatis porin A ( MspA ) , can be used to sense individual nucleotides within DNA , potentially enabling a technique known as nanopore sequencing .	22747101_s0
4675	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this technique , single-stranded DNA electrophoretically moves through the nanopore and results in an ionic current that is nucleotide-specific .	22747101_s1
4676	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , with a high transport velocity of the DNA within the nanopore , the ionic current cannot be used to distinguish signals within noise .	22747101_s2
4677	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Through extensive ( \u03bcs in total ) all-atom molecular dynamics simulations , we examine the effect of positively charged residues on DNA translocation rate and the ionic current blockades in MspA .	22747101_s3
4679	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Comparison of our results with similar engineering efforts on a different nanopore ( \u03b1-hemolysin ) reveals a nontrivial effect of nanopore geometry on the ionic current blockades in mutant nanopores .	22747101_s5
4681	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effects on cell proliferation , glycolysis , and glutaminolysis were investigated .	1447315_s1
4682	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Of all adenosine derivatives tested , AMP was the most efficient inhibitor of cell proliferation .	1447315_s2
4684	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In terms of carbohydrate metabolism , lactate production from glucose was drastically reduced ; therefore , most of lactate produced must have been derived from glutamine .	1447315_s4
4687	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Metabolites such as fructose 1,6-bisphosphate and pyruvate accumulated in AMP-arrested cells .	1447315_s7
4688	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Based on the lowered NAD level in the AMP-treated cells , lactate dehydrogenase , but not malate dehydrogenase , was impaired ; thereby the whole of glycolysis was inhibited .	1447315_s8
4690	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	NAD concentrations fell drastically because of the known inhibition of P-ribose-PP synthesis through heightened intracellular AMP levels .	1447315_s10
4691	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A hypothetical metabolic scheme to explain these results and to show how extracellular AMP may influence carbohydrate metabolism and cell proliferation is presented .	1447315_s11
4692	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cytotoxic activity of cyclosporin A ( CsA ) and the three non-immuno-suppressive CsA analogues B3-243 , WO-039 and B3-665 were studied in tumor cell lines representing both classical and atypical forms of multidrug resistance ( MDR ) : T-ALL GM3639 L100 cells selected for vincristine ( vcr ) resistance and displaying characteristics of classical MDR , including P-glycoprotein ( pgp ) expression and increased drug efflux which can be inhibited by pgp blockers ( e.g. verapamil ) , and U-1285/ADR , a small cell lung cancer ( SCLC ) cell line selected for doxorubicin resistance which lacks pgp , is insensitive to pgp-blockers and shows cross resistance to cis-platinum .	1444225_s0
4693	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	At 1 micrograms/ml CsA was the most active agent in reversing Vcr resistance in L100 cells followed by B3-243 and WO-039 , with no effect of B3-665 .	1444225_s1
4694	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Parental LO cells were only marginally sensitized to Vcr by these agents .	1444225_s2
4695	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	No reversing effect of any cyclosporin was observed in the U-1285/ADR or its parental cell line .	1444225_s3
4697	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	No collateral sensitivity was observed for cyclosporins in U-1285/ADR cells .	1444225_s5
4698	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although of different magnitude , the pattern of cytotoxic activity for the different cyclosporins alone closely parallelled that of L100 cells for U-1285 , U1285/ADR and LO cells .	1444225_s6
4700	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The results also suggest a structure-activity relationship for cyclosporin-induced cytotoxicity similar to , but independent of , MDR reversing activity .	1444225_s8
4701	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OBJECTIVES The aim of this study is to examine the expression of MCM-2 and conventional proliferation marker Ki-67 in breast carcinoma by stereologic technique and to compare it with various clinicopathologic parameters .	20429312_s0
4702	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS The expression of MCM-2 and Ki-67 on paraffin-embedded tumor tissue sections of patients with invasive breast carcinoma was analyzed immunohistochemically .	20429312_s1
4704	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	RESULTS Significant positive correlation was found between the expression of MCM-2 and that of Ki-67 ( r = 0.74 , p < 0.001 ) .	20429312_s3
4705	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	MCM-2 and Ki-67 expression was significantly associated with histologic grade ( p < 0.05 ) , and negative correlation was observed between MCM-2 or Ki-67 expression and estrogen status ( p < 0.05 ) .	20429312_s4
4706	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	No significant association was observed between MCM-2 or Ki-67 expression and patient age , tumor size , lymph node status , clinical stage and menopausal status .	20429312_s5
4707	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	CONCLUSION Our results suggest that MCM-2 expression is significantly associated with histologic grade of breast carcinoma and with cell proliferation capacity ( Ki-67 labelling index ) .	20429312_s6
4709	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Full Text ( Free , PDF ) www.bmj.sk .	20429312_s8
4710	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Insulin-like growth factor I ( IGF-I ) stimulates cell proliferation and inhibits apoptosis in the lung and other tissues by interacting with the IGF-I receptor .	12011225_s0
4711	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The major binding protein for IGF-I , insulin-like growth factor-binding protein 3 ( IGFBP-3 ) , modulates the effects of IGF-I but also inhibits cell growth and induces apoptosis independent of IGF-I and its receptor .	12011225_s1
4712	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In a prospective study of men in Shanghai , China , we examined the association between serum levels of IGF-I and IGFBP-3 and the subsequent risk of lung cancer .	12011225_s2
4713	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS From 1986 to 1989 , serum was collected from 18,244 men aged 45-64 years living in Shanghai without a history of cancer .	12011225_s3
4715	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	RESULTS Among 230 case patients and 659 matched control subjects , increased IGF-I levels were not associated with increased risk of lung cancer .	12011225_s5
4718	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	CONCLUSIONS In this prospective study of Chinese men , higher serum levels of IGF-I did not increase the risk of lung cancer .	12011225_s8
4719	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , subjects with higher serum levels of IGFBP-3 were at reduced risk of lung cancer .	12011225_s9
4720	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]	This finding is consistent with experimental data that indicate that IGFBP-3 can inhibit cellular proliferation and induce apoptosis independent of IGF-I and the IGF-I receptor .	12011225_s10
